
《16.将进酒》

01.IW-ST-1 客将至
"克洛丝": 怎么会是质问呢。
"左乐": 这只酒盏，是一位大罪人制造的。
"克洛丝": 罪人？
"太合": 弥天大罪。
"太合": 朝堂秘闻，莫要打探。
"克洛丝": 而你们要利用一个弥天罪人的东西，做些和罗德岛干员有关的事情。
"克洛丝": 不告诉我，我怎么帮忙？
"乌有": 恩人说的没错。
"乌有": 虽说身份有别，但托人办事，从来没有语焉不详的道理。俗话说得好，人心隔肚皮，不坦诚相待，怕是处理不好这件事。
"克洛丝": 我还担心你迷路了呢。
"乌有": 啊哈哈，恩人明鉴。
"左乐": ......你还把她们当成你们的“干员”。
"克洛丝": 是的。
"左乐": ......
少年沉默不语。
作为最年轻的司岁台秉烛人，他必须要权衡利弊，做出选择。
这不是什么惊为天人的秘密。
但他不希望事情出现任何差池。
"左乐": ......这只酒盏里寄宿着一匹凶兽。当然，只是他意识的部分。
"太合": 公子。
"左乐": 我自有分寸，若是之后司岁台怪罪下来，太合叔也不必念人情，依法处置便是。
"太合": ......
"克洛丝": 寄宿？
"左乐": 当代巨兽学家普遍认为，除了以某种形式凝出肉身实体，行走大地之外，这些古老巨物，也有手段寄宿于一些物件之中。
"左乐": 古籍常言，“兽与厚土行”，其实点出了这些生物的特性。
"克洛丝": ......呃，什么物件都行？
"左乐": 比较常见的是兵器。无论是古代萨卡兹的刀剑，还是如今工业产物下的法杖，都有案例。
"左乐": 只是具体原理，尚不明晰。
"克洛丝": 那么那只酒盏也是？
"左乐": 所到之处，器伥四起。虽然还不能确定，但是我们有理由怀疑。
"左乐": 酒盏是活的，却没有活动起来。它周围的物件是死的，却会因它而活。
"左乐": 这只酒盏流落许久，我们也是因为某个偶然，才定位到它的位置。
"克洛丝": 所以你们要找到那个罪人。
"左乐": ......不。
"左乐": 我刚才说了，制造它的，是一位罪人。可如今它的主人，则是另一位。
"克洛丝": 什么人？
"左乐": 一个诗人。

"宁小姐": ......梁大人。
"梁洵": 宁小姐。
"宁小姐": 今天风大，日落得早。
"梁洵": 早也不早，不知不觉就这个时辰了。
"宁小姐": 爬一座山，要多久？
"梁洵": ......
"宁小姐": 古时，尚蜀山峦，人力不能及。
"宁小姐": 蜀道难，难于上青天。
"梁洵": ......如今不同了。
"宁小姐": 可再如何不同，有些事情，不变就是不变的。
"宁小姐": 三山十七峰，处处寻不得。梁大人还要再找吗？
"梁洵": 得找。
"宁小姐": 不惜瞒天过海，骗过我，骗过所有人也得找？
"梁洵": 得找的。
"宁小姐": 为什么？
"宁小姐": 你难道不知道，纵使有千番道理，逾矩便是逾矩，犯忌便是犯忌？
"宁小姐": 你难道不知道，此事出了一点差池，别说前程不保，论起罪责，你首当其冲？
"梁洵": ......
"宁小姐": 你难道不知道......我是愿意听你说的？
"梁洵": ......我知道。
"梁洵": 所以我更不能告诉你。
"宁小姐": ......为何？
"梁洵": 因为梁某人身为一城之知府，只考虑一城之安危性命。一砖一瓦，一炉一灶，但凡有丝毫损毁，便是我的失职。
"梁洵": 上峰龃龉，梁某人所能做的......唯有勉力而行而已。
"宁小姐": ......早年初会尚蜀，见你虽偶尔固执古板，但毕竟刚正不阿，一身正气。我一直坚信，你我共事，定能跨过千难万阻。
"宁小姐": 可如今......
"宁小姐": ......我却难免有些失望。
"梁洵": ......这句话......
"梁洵": 是作为梁某人的朋友宁小姐提醒梁某人呢......
"梁洵": ......还是作为朝廷从二品钦差大员，礼部左侍郎宁辞秋，敲打梁某人的？



09.IW-7 乱局



......唔。
头疼头疼......何事如此喧哗......嗯？
啊......原来是落子声响，叮叮当当。
棋罢不知人换世，梦醒只道是何年......何年......何年......
呃......
......怎么酒又没了。
这都是何苦呢。

尚冢摸了摸脖子上的膏药，这是他的习惯。
十年如一日地挑起扁担，上山下山，这也是他的习惯。
取江峰确实很高，很险。高到没有人烟，险到万籁俱寂。
数不清这是在尚蜀看见的第几个春天，他抬头远眺，只见人踪尽灭的山道那头，有一个人。
一个他等了很久的人。
"挑山人": ......我们终于还是再见了。
"郑掌柜": 方才见过。
"挑山人": 那时你没有带刀，就不算见过。
"郑掌柜": 那现在我带刀来了。
"挑山人": ......话先说明了。
"挑山人": 我知道错不在你。我也知道，那个雨夜，死的不止是我的儿子。
"郑掌柜": 你当然知道。
"挑山人": 你收养了他的女儿，她现在怎么样了？
"郑掌柜": ......我打算让她接我的班。
"挑山人": 是打算接镖局的班，还是像你这些年做的，安安分分当个老板娘？
"郑掌柜": 都行，看她喜欢。
"挑山人": 找着心上人没？
"郑掌柜": 没呢。
"挑山人": 可惜了。
"挑山人": 你活不到看她出嫁的那天。
"郑掌柜": ......也许今天我们不用打打杀杀的呢？
"挑山人": 不可能，我知道你的为人，你心里有愧，但我心里有怨。
"挑山人": 怨了十年。
"郑掌柜": ......所以呢？
"挑山人": 所以你一开始就没打算今天赢我。酒楼茶馆客栈，哪一个不都是为了给你的女儿留条退路？
"挑山人": 你知道镖局是个得罪人的行当。你也知道，如果你不在了，镖局会是什么样。
"郑掌柜": 别忘了，你挂刀而去，不守规矩，于情，大家体谅你，可于理，你还是个叛徒。
"挑山人": 那夜之后，你若是背负着那些罪过，带领镖局继续前行，我又怎么会叛出镖局！？
"挑山人": 我儿走镖，也是有所觉悟的，我何尝不知？可你的行为，开客栈开餐厅，难道不是践踏他们的死吗？
"挑山人": 是你！一蹶不振，逃避过去！
"郑掌柜": 是啊......我是知道的，但咱们话说得有点多了。
"郑掌柜": 行裕镖局总镖头，问霜客，郑清钺。
"挑山人": ......尚家棍，尚冢。
早春，垂暮，树影婆娑，落雪如银。
一阵风起，一把刀落。
(震动)
"郑掌柜": ......唔。
"挑山人": 你实在是歇息得太久了，郑清钺。
"郑掌柜": ......未必是我歇息得久了，也许是你爬山爬得太多，步法又精进了。
"挑山人": 谁知道。
"郑掌柜": 可你这样的英雄好汉，下半辈子却注定无法行走，也实在可惜。
"挑山人": ......只是刀势太快，雪光晃眼，被你稍微擦破裤腿，我就无法行走了？
"郑掌柜": 下一刀，你挡不住。你拿的，毕竟不是家传的宝棍。只是根破木棍罢了。
"挑山人": ......
"郑掌柜": ......
(震动)
"杜小姐": ——爹！
"郑掌柜": 夜儿！？你怎么......
"挑山人": ......你果然是杜遥夜。转眼间，已经长这么大了......
"挑山人": 唔。
"老鲤": 二位好闲情，天色渐晚，还有空在这......比武练习。
"挑山人": 是你。你在这里做什么？
"老鲤": 不瞒尚师傅你说，你腰间那只盏，是我一朋友托我寻来的。我要找亭子，也和那只酒盏分不开呀。
"老鲤": 我怕刀剑无眼，二位切磋之间......误碰了酒盏，得不偿失。
"挑山人": ......
"杜小姐": 爹，你这是在做什么——！
"郑掌柜": ......夜儿，我......
"挑山人": 十年前，行裕镖局接了一单大镖。但是路上遭遇暴雨，在荒野上被土匪袭击。
"挑山人": 为了保货，郑清钺放弃了同行的镖师，十几个弟兄死于非命，其中有我的儿子，也有你的......亲生父亲。
"挑山人": 郑清钺见死不救。他不仅见死不救，到头来，他也没把货物保住，没把镖局名声保住。
"杜小姐": 我——
"挑山人": 甚至再后来，他对镖局之落魄视而不见，逃避失败，你知道吗？
"挑山人": 在那之后，你的母亲也离开了尚蜀，回了老家。
"挑山人": 杜遥夜......这些，你当真知道吗？
"杜小姐": ......
"郑掌柜": 夜儿。这没你的事，爹这就——
"杜小姐": 你就是......尚师傅吧。
"杜小姐": 不。
"杜小姐": 是叛徒尚冢。
"挑山人": ......
"杜小姐": 你以为本小姐是什么人？一无所知地像个傻子一样在温室里长大到今天？
"杜小姐": 啊，我亲爹亲娘的事情，我都知道。郑老头这些年做了什么，怎么做的，我比你更清楚。
"挑山人": ......
"杜小姐": 所以，今天我便是要告诉你们——
"杜小姐": ——镖局也好酒馆也罢，迟早是要姓杜的。
"杜小姐": 麻烦二老，不要现在给我找麻烦。
"郑掌柜": ......
"挑山人": ......你要是不让开，是要吃苦头的。
"杜小姐": ——！
"老鲤": 有话好好说......
"挑山人": ......铜钱剑？
"挑山人": 笑话。难道你要在我面前卖弄什么术法不成？
"老鲤": 欸，免了免了，我可不是擅长近身战斗的人......只是......
"挑山人": 这玩意，你要便拿去，接着。
"老鲤": ——！
"郑掌柜": ——休想！
"挑山人": 郑清钺！你还敢分神！
"杜小姐": ——别对爹出手！
"挑山人": 唔，碍事！
(震动)
"杜小姐": 呃！
"郑掌柜": 夜儿！
"郑掌柜": 尚冢，你这老糊涂，竟然对晚辈动手！
"挑山人": ——！
(震动)
叮的一声。
扁担一撇，压下刀光，可郑清钺的刀，却不可避地偏向了别处。
而那酒盏又实在是坚硬，若非如此，天底下有什么瓷器，是挨了郑清钺一刀还能完好无损的？
可是这一刀，却把那只漆黑如夜的酒盏，打飞了出去。
"老鲤": ——酒盏！
"杜小姐": 别管我们！忙你的去吧！
"老鲤": 可你......
"杜小姐": 这是家务事！
"老鲤": ......好。
"老鲤": 坚持一小会，马上就有人来了。
"郑掌柜": 夜儿，不能让他去！
"杜小姐": 这老匹夫想要你命啊，你还要管那破玩意！
"挑山人": 杜遥夜说得对。十年前，你也是从山崖上弄丢了这只酒盏。如今，再来一次，滋味如何？
"郑掌柜": 尚冢......！
"挑山人": 要我让开，办法简单。
"郑掌柜": 啧。
(震动)
"太合": 到此为止！
"左乐": 郑前辈！
"郑掌柜": ——酒盏被击落山崖，那个龙门人已经去找了，二位，动作快！
"左乐": 感谢前辈。
"左乐": 太合。
"太合": 知道。
"杜小姐": ——嘁。
"左乐": ......杜小姐这是做什么？
"杜小姐": 你不能去。
"左乐": ......为何？
"杜小姐": ......梁大人和姓鲤的，还有两位看着就不近人情的朝廷特使。
"杜小姐": 总要选边站的，我想通了而已。
"杜小姐": 再说，我答应过姓鲤的了， 江湖人一诺千金，也是规矩。
"左乐": ......
"郑掌柜": 夜儿！别胡闹！
"挑山人": ......人真多。
"挑山人": 今天本不该来这么多人。但是，无妨......
"挑山人": 做个了断，有你我就够了。
"郑掌柜": ——啧！
(震动)
"左乐": 杜小姐，你应该知道我们是秉公办事。
"杜小姐": 我看未必有那么“秉公”。
"左乐": 请让开。
"杜小姐": 不。
"左乐": 那就失礼了！
"杜小姐": ——
(震动)
"乌有": 且慢且慢，这么一个大老爷们，就这么对一个姑娘家出手，不好吧？
"左乐": ——廉家阴晴扇，果然好功夫。
"乌有": ......！
(震动)
"太合": 不识抬举。
"太合": 公子，没事吧。
"左乐": ......没事。
"乌有": 呃，疼疼疼，竟然能把这么大块石砖随手抛出......真是可怕......
"太合": 敬酒不吃吃罚酒，无话可说。
(震动)
"郑掌柜": 弩箭！是谁？
"挑山人": ......
"克洛丝": 我在这里哟。看错方向啦。
"郑掌柜": 你是......
"挑山人": 不要碍事，兔子。
"左乐": 罗德岛是不打算协助司岁台了？
"克洛丝": 不打算。
"克洛丝": 你们也许有你们的道理。但是年和我们相处了很久，我清楚她的为人。
"左乐": 兽心难测，为人又算的了什么？
"克洛丝": 也许算不了什么，但起码要算个我吧。
