
《32.怀黍离》

01.HS-ST-1 禾下梦
"年": 我们也无能为力，你不能用一张画把这里的人全都带走，我也没办法凭空造一座可以运走所有人的城。
"夕": 那，她呢？
"年": 什么意思......
"夕": 她难道会不知道，迟早有这么一天吗？
"夕": 她现在......在哪里？

"老乡长": ......
哭声。
哭声从很远的地方传来，是婴儿啼哭，老人啜泣幽咽，田里的庄稼也在悲鸣。
仿佛是四十年前的一幕。
那也是一个荒年。
(灰幕)

//////  你就是黍？  //////
"黍": 你是......从司岁台来的人？
//////  你受命在大荒城耕种，近年天灾频发，已经连年歉收。你作为代理人明明有能力救活这些庄稼，但却选择袖手旁观？  //////
"黍": ......
"黍": 我的能力，人们没办法复现。
"黍": 我救了这一次，之后人们便只会想着这样的“神迹”如何才能再发生。
"黍": 可我做不到每一次都能救下所有......总有一天，我会消失不见的。
"黍": 到那时，我现在用的力量，只会变成害人的“恶因”。
//////  你难道无可奈何？  //////
"黍": 我能做的的确不多......只是把过去的经验记下来，告诉后来的人。
"黍": 灾年过去，总会有丰年，人们总得靠自己来扛过这一切。
//////  可我该怎么相信，你留在这里，是在做于炎国、于百姓有益的事？  //////
"黍": ......
"黍": 你会在这里留多久？
//////  ......直到明年这个时候。  //////
"黍": 等今年收获的时候，你会看到的。
"黍": 对了，你下过地吗？
"黍": 现在正是插秧的时候，大伙都忙得很，能不能请你来搭把手？
//////  我依稀记得，那一年的庄稼，长得特别好。  //////
//////  打下来的稻谷堆成了小山，职农们说，接下来几年再遇上天灾都不用害怕。  //////
"黍": 你笑了？
//////  ......我很开心。  //////
"黍": 给司岁台的记录上，还准备打我的小报告吗？
//////  你会一直留在这吗？留在这帮我们......  //////
//////  有你在，大家就可以安心了。  //////
"黍": ......
"黍": 我曾经有一个朋友，和你很像。
(灰幕结束)

//////  ......  //////
//////  现在，我们实在没有办法。  //////
//////  一次就好......我只恳求你这一次。  //////
//////  能不能请你，救一次这里的人？  //////
//////  你答应过我，会一直留在这里......  //////
"老乡长": 黍......
房间是空的。
桌上还留有一碗温热的汤。
"老乡长": 你......原来早就......
下雨了。

"田边的职农": 下雨了？
农人抬起头，看到一缕轻薄的云层遮住了天边的新月，不一会，几滴清凉的雨水便落了下来。
"田边的职农": 那是谁......？

远处，有一人向农田深处走去。
她在荒芜的田地上走过，足迹踏过的地方，生出些许绿意。
“喂，你要上哪去？”
她没有应答，只是向前走去。

她越走越远，身影在一声夏雷中消散。
不同于几日前的那场暴雨，此时的雨水竟是那样细密、柔和。
雨水落下，土地的皲裂尽数褪去。
一个被禁锢了千年的游魂在此时消散。
万物生长。

(雨)
"禾生": 老师？

"左乐": 下雨了？
"绩": 果然......

像是墨迹被水晕开，包含这一方天地的画卷逐渐消失无踪。
(雨)

"左乐": 怎么回事？！
"绩": 差一点啊......
"左乐": 你——
(震动)
"绩": 左公子，在下的确无意与你为敌。刚才说过的话，只希望左公子记得。
"绩": 来日方长，我们还会有再见面的时候。
(震动)
"绩": ......到头来还是这样，和我说的一点不差。
"绩": 姐姐......这些人类，离开了你，什么都做不到。
"绩": 好好休息一会吧。
"绩": 等你醒来的时候，一切都会好的。



07.HS-ST-2 织锦缎


(灰幕)

"绩": 已经丑时了......这局是谁赢了？
"低沉的声音": 自己数数。
"绩": 都说过，我不擅长这个。
"低沉的声音": 那你应该学学。
"绩": 要见你一面可不容易。
"绩": 这古寺深寒，二哥倒是不改其道......你天天把自己关在这屋子里对着这副棋盘，到底在上面看出什么来了？
"低沉的声音": 和你在那账本上看到的，差不多。
"低沉的声音": 棋盘上有同一种规则，棋盘外，也是一样。
"绩": 天下熙熙，皆为利来；天下攘攘，皆为利往......二哥琢磨得通透。
"绩": 这些年来，兄弟姐妹几个，自从找到各自感兴趣的事后，好像都活得越来越惬意了。
"绩": 老头子好像终于参透了“武道”，转身去北疆守城，大姐一梦千年四处神游，好不自在。
"绩": 只是......除了那个姐姐。
"绩": 多少年来......我还是为她不值。
"低沉的声音": 看来是你最近的生意做得太顺，才有功夫操心这么多事。
"绩": 我也是最近才想明白一个道理，学会了一种活法。
"绩": 天地者，万物之逆旅也，光阴者，百代之过客也......
"绩": 人活一世，无非是找到一处寄托，名心不化，这一生也就过去了。寿命长短，也无所谓什么区别。
"低沉的声音": 你要是真的看透了，就不会坐在这。
"绩": ......
"低沉的声音": 我知道你想说什么。
"低沉的声音": 你想做的事，我能帮你。
"低沉的声音": 但是，我也要借你一样东西。
"绩": 二哥何必客气，只要是我有的，需要什么拿去就是。
"低沉的声音": 把你的命给我。
"绩": ......

//////  听说，我是从外面的村落来到大荒城的。  //////
//////  那一年，有人在水田里捡到了一只木盆，里面装着一个还不太会说话的孩子。大概是顺着城外的大河漂到了水田里。幸好被人捡到。  //////
//////  想到之前传来天灾的消息，上游发生的事，似乎也不难猜。  //////
"温柔的女性": 你运气真好。花下一禾生......就叫你“禾生”吧。
"温柔的女性": 以后你就留在这吧。

//////  后来，我四处打听，想要找到我出生的村子。  //////
//////  我见到了一片空无一人的“村落”，眼前尽是破败的房屋，源石晶簇遍布的土地。  //////
//////  这里的人，都去哪了？  //////
"温柔的女性": 这里的土地，种不出庄稼了。
//////  为什么......？  //////
"温柔的女性": 看到那些黑色的石头了吗，有这些东西在的地方，粮食长不出来。
"温柔的女性": 种不出粮食，就有人要饿肚子。
//////  像这样的土地......还有很多？  //////
//////  有没有办法，让这些坏石头都消失，让这片土地上长出作物？  //////
"温柔的女性": 有许多人，许多年来都在想办法。
"温柔的女性": 你想要学习吗？
//////  嗯......  //////
"温柔的女性": 但这可能会花很多时间，可能你付出了一生的努力，都不会看到结果。
"温柔的女性": 即便如此，你也不后悔吗？
//////  ......  //////
//////  嗯。  //////

(灰幕结束)
(雨)
最近发生了许多事，原本熟悉的土地仿佛已经变成了人们不认识的样子。古老的田地马上就要完成翻新，又偏偏天意弄人，灾异不断。
田边颓坐的职农抬起头，雨水落在他的脸上，清凉，温和。
田里伏倒的庄稼也挺直了腰杆，枝叶变回了青翠的绿色。
"惊讶的职农": 这是......
"惊讶的职农": 神农，是神农......
"惊讶的职农": 神农真的回来了......

"？？？": 喂，你怎么躺在这？
"？？？": 醒醒，喂，醒醒！
(震动)
"左乐": 别跑！
"禾生": 你在说什么？
"禾生": 你怎么又换上这身衣服了......？
"左乐": 我......
"左乐": ......现在是什么时候？
"禾生": 离我们上次碰面过去了半天，你让我去查粮仓里的庄稼，还说自己要去找把大荒城搞得满城风雨的罪魁祸首——怎么倒在这了？
"左乐": 那现在呢！
"左乐": 粮仓里的庄稼有没有被污染，找到污染源在哪里了吗？
"禾生": 你一点都没看到......？
"左乐": 什么......
"禾生": 我去到粮仓，发现之前夏收收上来的庄稼全都变成了诡异的红黑色......不止这个，田里的地都变成了板结的盐碱地。
"禾生": 可不知道怎么回事，刚刚下了一场雨，土地全都恢复原状，粮仓里的粮食也变成了正常的样子。
"禾生": 就好像，有谁用了夸张的源石技艺，把污染全都清除了。
"左乐": 地下的污染？谁能做到这种事......？
"禾生": 我们现在，应该安全了？
"左乐": ......
"左乐": 这场雨......
(震动)
"左乐": 黍在哪里？！
"禾生": 你说......谁？
"左乐": 你的老师呢？她在哪？
"禾生": 天师府的老师有好几位，你在说谁......？

(震动)
"夕": 这都是你做的！
"绩": 你在说什么？
"夕": 她消失了！
(震动)
"夕": 你到底想做什么？！
"绩": 为什么要来问我呢？
"绩": 留在这里，守在这里，自始至终都是她自己的选择。我何曾干涉过分毫？
"绩": 把她禁锢在这片土地千年之久的，难道不是“人”吗？
(震动)
"年": 你是不是疯了？！
"年": 你和那个臭棋篓子是打算送死，还要拉上所有人陪你们一起？
"绩": 看来我的妹妹们是真的在这人间玩得太久太开心，忘了自己到底是谁了。
"绩": 这出假装自己不是异类的戏，你们还要演多久？
"夕": 闭嘴——
(震动)
"绩": 咳咳咳......
"绩": 小夕......你在画里待了那么长时间，心气还这么浮躁，这可不是当世第一的画家该有的心境吧。
"绩": 还有年，这么长时间，我还从来没见过你这么认真的样子，原来你还是很在乎自己的兄弟姐妹的。
"夕": 我会杀了你。
"绩": 可我说过，我是来帮你们的......咳咳......你们为什么，就不相信呢？
"绩": 你们不是想要做成这个，能支持我们存在的能量的容器？“巨兽的心脏”？我来告诉你们它缺了什么东西。
"年": 别过来。如果还想要命的话。
"绩": 唉......
"绩": 现在实在不太有功夫来解开这个误会......只能稍微委屈你们一下了。

(震动)
"年": 你为什么能控制这个装置？你是什么时候——
"绩": 我们的能力本就是同源的，何况在怎么对付自己的分身上，我专门学习了一些经验。
