
《21.理想城：长夏狂欢季》

01.IC-ST-1 旅行前夕
"耶奇·地心": 而我们却因为穹顶的源石检测设施一直坏着，直到现在才发现这个问题吗——
"斯第奇·画布": 我......
"耶奇·地心": 斯第奇，别慌，这不怪你。
"耶奇·地心": 这是我们全际崖城居民的决定。
"耶奇·地心": 只是......
"耶奇·地心": 我们刚才走过的距离连半公里都不一定有，在这个距离下，一条完整的活性源石矿脉爆发的话......
"耶奇·地心": 际崖城绝无幸免可能。

"广播": 各位际崖城的居民，临时插播一条紧急通知。
"广播": 在刚才的游泳比赛结束后，耶奇大师已经率先带领其他几位参赛选手进入坍塌的隧道勘测。
"广播": 而勘测的结果并不乐观。
"广播": 在隧道中距离城市直线距离约一公里的地方，耶奇大师发现了一条源石矿脉。
"广播": 初步推测这条源石矿脉来自在际崖城建立之初就已经被确认的，位于距离际崖城大约三公里左右的一处矿层。
"广播": 而由于半年前地震的原因，地层发生了变动，使这条矿脉弯曲并蔓延到了我们城市的附近并开始了活性化。
"广播": 现在，耶奇大师正在带领其他专家紧急测定这条源石矿脉的活性化程度，以此来判断它将在多久之后爆发。
"广播": 我们将在获得确切结果后再行通知。
"广播": 现在，请各位居民做好撤离的准备。
"懒散的杜林人": 嗯？活性源石矿脉要爆炸了？怎么这么突然？
"冷静的杜林人": 从广播内容来判断，是因为之前地震导致了穹顶被破坏后，我们一直没有修理穹顶的源石探测功能，所以没有发现吧。
"懒散的杜林人": 这么一说，好像确实听耶奇大师说过这样的事情。
"懒散的杜林人": 既然如此，那也没办法了。
"依娜姆": 你们......不会觉得建造“大水坑”是一个错误的决定吗？
"懒散的杜林人": 为什么？我们愿意接受这个结果。
"冷静的杜林人": 没错，我们从来没有否定耶奇大师的警告。
"冷静的杜林人": 在决定不修补我们头顶的这个缺口以及建造这个“大水坑”时，耶奇大师就已经做过预警。
"冷静的杜林人": 我们是在理解并接受了这个潜在危机之后，才决定建造“大水坑”的。
"冷静的杜林人": 现在，我们只是在承担我们选择的后果而已。
"依娜姆": ......
"懒散的杜林人": 对，地上人，你没有任何为我们感到可惜的必要。
"懒散的杜林人": 换个方式想，我们至少度过了一个漫长的夏天，不是吗？
"冷静的杜林人": 我完全同意。
"懒散的杜林人": 不过，撤离啊......我还没想好我要留下什么呢，你想好了吗？
"冷静的杜林人": 我可不像你，我如今的房屋就是我当下最想要也是最满意的设计。
"懒散的杜林人": 好吧，但愿那条源石矿脉不要那么轻易地爆炸，我还得想一想呢。
"冷静的杜林人": 不如先去喝一杯吧？老卡尔蜜酿？
"懒散的杜林人": 没兴趣，我还是选七号烈酒。
"依娜姆": 原以为杜林人只是一群不比头顶上的阿达克利斯聪明多少的傻瓜......看来好像并不是这样。

"耶奇·地心": 唉......
"阿芙朵嘉": 耶奇大师，怎么样？
"耶奇·地心": 还要一点时间才能完全确认，不过，以我的经验判断——
"耶奇·地心": 不出一个月，它就要爆发了。
"阿芙朵嘉": 一个月？
"阿芙朵嘉": 那我们应该趁现在立刻铺设铁路，安排市民从隧道撤离。
"耶奇·地心": 不可能，来不及的。
"耶奇·地心": 往更深的方向挖一个临时避难所的可行性更高。
"阿芙朵嘉": 我们都知道，在这个距离的源石矿脉一旦爆发，穹顶或许能够减轻爆炸的威力。
"阿芙朵嘉": 但真正的问题是爆发后的源石粉尘散布！
"阿芙朵嘉": 到时候，源石粉尘将会充斥着这个空间，我们所有人都会出事的！
"阿芙朵嘉": 事到如今，即使是危险，也必须重新修建铁路，然后扫清障碍，让所有人前往天际城避难！
"耶奇·地心": 但是，现在隧道里已经遍布了源石，要顺利地通过隧道是非常困难的！
"耶奇·地心": 际崖城现在有几十万的居民，要小心翼翼地通过那条宽度顶多也只能容纳二十个人并肩前进的隧道，要花多少时间你难道不明白吗？！
"嘉维尔": 喂......你们怎么吵起来了。
"阿芙朵嘉": 嘉维尔，我等一下再和你说。耶奇大师，难道您有更好的办法吗？
"耶奇·地心": 我认为我们现在应该立刻往源石矿脉的反方向进行挖掘。
"耶奇·地心": 在挖出一个足够容纳所有人的小型避难所后，再往回封闭道路，只要我们挖得够深......
"阿芙朵嘉": 建造容纳这座城市里的几十万人的避难所，即使是依靠际崖城的科技，要在短时间内完成也是非常困难的事。
"阿芙朵嘉": 而且，几十万人接下来一段时间的生活起居又要如何解决？！
"耶奇·地心": 难道走隧道就可以解决吗！
"阿芙朵嘉": 至少走隧道只要穿过最危险的源石矿脉区，问题就还有回旋的余地！
"阿芙朵嘉": 但是如果我们留在一座临时建成的避难所，那么一旦源石矿脉封住了唯一一条通往其他城市的隧道。
"阿芙朵嘉": 我们接下来就要面临慢性死亡的局面了！
"耶奇·地心": 唔，你说的确实有道理，但我还是认为......
"阿芙朵嘉": 我当然明白这么做的危险性，但是这已经是眼下最好的办法了！
"嘉维尔": ......我说，阿芙朵嘉。
"阿芙朵嘉": 如果不是什么重要的事，可以等一下再说吗，嘉维尔？
"嘉维尔": 虽然我也不想打扰你们，但是——
"嘉维尔": 既然那条隧道走不通了......
"嘉维尔": 那剩下的办法应该只有修一修特米米提过的那台超方便大升降梯一号，所有杜林人上地面来我们部族生活一段时间了吧？
"嘉维尔": 这个法子有什么问题吗，值得你们吵这么久？
"阿芙朵嘉": 前往......地面？
"嘉维尔": 对啊。
"嘉维尔": 呃，你们......难道就没有考虑过前往地面吗？


  <行动后>


"耶奇·地心": 前往地面？
"阿芙朵嘉": 杜林人从来没有前往地面过！
"嘉维尔": 斯第奇不就去过？图书馆里的那些书不也是去过地面的人带下来的？
"嘉维尔": 况且也没有人规定不能去吧？
"嘉维尔": 听你们说的，走隧道太危险，修新的避难所又来不及。
"嘉维尔": 那么，去地面上，在我们阿卡胡拉避难一段时间是最好的办法吧。
"阿芙朵嘉": 那座升降梯不可能容纳那么多......
"阿芙朵嘉": ......
"嘉维尔": 怎么了？
"阿芙朵嘉": 虽然我很想反驳你，但是......
"阿芙朵嘉": 虽然你们在际崖城没有见到，但是，在杜林的社会中，列车是最常见的交通工具。
"阿芙朵嘉": 升降梯虽然在垂直方向的移动上很方便......
"阿芙朵嘉": 但是，杜林的城市由于无法移动，在建造之初就要面临毁灭的风险，只能垂直移动的升降梯对他们来说实用性远不如列车。
"阿芙朵嘉": 而且，有些杜林探险家也测算过，杜林的城市通常在距离地上一千米至一千五百米左右的位置，很少有超过这个范围的城市存在。
"阿芙朵嘉": 也就是说，杜林对地下的探索是水平式的，很少出现一座城市垂直往下一两百米有另一座城市的情况。
"嘉维尔": 嗯......所以这和升降梯有什么关系？
"阿芙朵嘉": 虽然我也知道给你解释是浪费时间，但我要对别人负责。
"嘉维尔": 什么啊，你的意思不就是对杜林人来说造列车更方便么。
"阿芙朵嘉": 唉，算你对吧。
"阿芙朵嘉": 那么，在这种情况下，升降梯又是为了什么而存在的呢？
"极境": 我明白了，是资源，对吧。
"极境": 虽然不知道为什么杜林人的城市是以横向拓展为主，可能是某种惯性吧。
"极境": 但无论如何，这不意味着，他们对资源的探索也是横向的，对吧？
"阿芙朵嘉": 我原本以为你说你走过许多地方只是吹嘘，现在看来你确实懂的很多。
"极境": 哇哦。
"极境": 嘉维尔，瞧啊，阿芙朵嘉小姐都比你能够意识到我的价值。
"嘉维尔": 关我什么事。
"极境": 阿芙朵嘉小姐，下次你和嘉维尔吵架，我一定站在你这边。
"阿芙朵嘉": ......还是免了吧。
"阿芙朵嘉": 总之，你说得没错。杜林人对于地下的探索，尤其是对于矿物的探索是充满热情的。
"阿芙朵嘉": 而且，由于城市的规划需要许多人共同决策，但挖洞却是每个杜林人自己就能决定的事。
"阿芙朵嘉": 所以，他们经常一不小心就挖到了距离自己城市的头顶或者底下好几百米的地方。
"阿芙朵嘉": 实际上，有不少杜林历史学家认为......
"阿芙朵嘉": 第一座杜林族升降梯是因为一位杜林城市的工业代表在自己所属的城市头顶发现矿脉后，发现直接打洞过去最方便，才设计出来的。
"阿芙朵嘉": 不过，随着杜林人中对于地面感兴趣的人层出不穷，这些升降梯也经常被他们用来作为前往地上的捷径。
"嘉维尔": 嗯......所以说，升降梯主要是杜林用来搬矿石的，偶尔还会让斯第奇那样的小鬼用来去地面玩玩。
"斯第奇·画布": 我说过了，我和你差不多大，嘉维尔！
"嘉维尔": 嗯。所以，这个我明白了，但是，说了这么多，我还是没明白你想说什么欸。
"阿芙朵嘉": 唉......
"极境": 阿芙朵嘉小姐的意思是，因为杜林的升降梯大多是面向工业设计的，所以十分坚固。
"极境": 我和特米米一起下来的时候也注意到了这一点，那座升降梯大概能很轻松地容纳几十个人吧。
"极境": 所以嘉维尔你的提议确实是可行的。
"极境": 是吧，耶奇大师。
"耶奇·地心": 对对。
"耶奇·地心": 超方便大升降梯一号最初确实是因为不知道哪个无聊的家伙发现了上面的矿脉，经过表决后设计的。
"耶奇·地心": 只是后来我们发现了更近的矿脉，于是就放着不管了。
"嘉维尔": 哦，难怪，我听人说过那个山洞好像是被开采过的，该不会那个洞本身都是你们杜林挖通的吧？
"耶奇·地心": 那就不知道了，有可能吧。
"阿芙朵嘉": 而且，为了应对可能出现的情况，杜林人在设计升降梯时，本来就会挖更多的空间，方便未来进行扩建。
"极境": 也就是说，如果要最合理地运用剩下的时间，我们确实应该对升降梯进行扩建，让杜林们前往地面。
"嘉维尔": 哦，那你直接这么说不就完了。
"阿芙朵嘉": 如果你只是知道怎么做，却不知道为什么这么做，那总有一天会遇到障碍的。
"嘉维尔": 我知道啊。
"嘉维尔": 但我是医生，阿芙朵嘉。
"嘉维尔": 而且，你不是知道得很清楚吗？
"嘉维尔": 我难道不能信任你吗？
"阿芙朵嘉": 我怎么不知道我们的关系什么时候这么好了。
"嘉维尔": 我觉得我们已经是好朋友了。
"阿芙朵嘉": ......
"耶奇·地心": 总而言之，我同意嘉维尔的提议。
"耶奇·地心": 剩下的细节就交给你们讨论好了，我要继续勘测了。
"极境": 耶奇大师，我来帮你吧，我的源石技艺能够传递信息，一旦你这里有结果我也能第一时间通知大家。
"耶奇·地心": 行。
"斯第奇·画布": ......
"极境": 哦，对了，忘了说了。
"极境": 阿芙朵嘉小姐，我明白你因为自身的经历对于返回地面有所抵触。
"极境": 但你也是际崖城有号召力的公民，你的意见举足轻重。
"极境": 而且，你是体面的人，一定明白现在并不是说这个的时候，对吧？
"阿芙朵嘉": ......唉。
"极境": 那么，期待各位讨论出一个合适的方案。
"斯第奇·画布": 我也去帮耶奇大师。现在再去思考什么地标的设计毫无意义。
"嘉维尔": 啊？你去也做不了什么吧？
"斯第奇·画布": 关心自己的城市不行吗？
"嘉维尔": 哦，随你吧。
"嘉维尔": 所以，阿芙朵嘉，你还是不同意吗？
"阿芙朵嘉": 嘶......呼......
"阿芙朵嘉": 如果这是拯救际崖城的居民们最好的方法，那我的一点矫情又算得了什么呢。
