
《36.太阳甩在身后》

01.AS-ST-1 辉煌之城
"娜仁图亚": 那请问，给你跑腿找宝石对我有什么好处？
"娜仁图亚": 哦，我确实有所收获。昨天半夜你吓到我的时候，我收获了这只飞到脸上的金拖鞋。
"祖拜尔": 你有什么建议吗？
"娜仁图亚": ——不敢有，不敢有，我活着就是您最大的恩赐，您是萨尔贡的祖宗，带着您寻找宝石是我该做的，您千万别激动。
"娜仁图亚": 不过，赢得丰获集会第一名的文物好像也是这么一只纯金镶蓝宝石的拖鞋......
"祖拜尔": 是的，它们应该恰好成对。
"娜仁图亚": 这么说......
"娜仁图亚": 半夜在大街上尖叫扰民，也是一种发家手段？
"祖拜尔": ......原本成对的文物，其中一件永远沉进河底遗失，另一件自然也失去了大半价值。
"娜仁图亚": 哦。
"祖拜尔": ......请允许我好奇。这个时代的梦魇......都是像你这样行事的吗？
"娜仁图亚": 你问倒我了。
"娜仁图亚": 为了打劫、倒卖和绑架，我调查过各大部族的风俗和信仰，但真没调查过我自己的出生地。
"娜仁图亚": 从某个清晨日出之后，我就再也没回去过了。
"祖拜尔": 如此说来，你难道......正走在自己的天途上？
"娜仁图亚": 天途？
"娜仁图亚": （古老的语言）天途。
"娜仁图亚": ——不不不，我一点也不想听到这个词。
"娜仁图亚": 我才不走天途，就算是我的老祖宗逼我也没用。
"祖拜尔": 你难道至今没有践行成年的仪式？！
"娜仁图亚": 是啊，又不是什么重要的事情。
"娜仁图亚": 我也许有一点梦魇的血统，但那几滴血没把我变成暴君和征服者，我也不打算让它影响我自己的生活。
"祖拜尔": 不，这很重要。
"祖拜尔": 若不走过天途，你的血要如何被你的先祖认可？
"娜仁图亚": 没事，我的老祖宗们多半都失踪在大地尽头了，不会像你一样突然从博物馆里坐起来骂我。
"娜仁图亚": 对了，那你呢？
"娜仁图亚": 我听说沙阿时代的人们会在成年时剃个光头，然后涂上香膏。但又有人说，所谓的“香膏”其实很难闻......我可好奇了。
"祖拜尔": ......
"祖拜尔": 我也......
"娜仁图亚": 哎呀，等到了。
"娜仁图亚": ......怎么，这么快就有宝石的消息了吗？
"宝石掮客": 是的，女士，十分巧合，刚刚宝石交易所的监管人放出消息，他手中有一块宝石亟待交易，各方面都符合您的描述。
"娜仁图亚": 好，我要直接去见他。
"宝石掮客": 但是......即使有我从中介绍，你也很难直接和监管人谈这笔交易。
"娜仁图亚": 什么？我听我手下说，她们直接找前台就能卖宝石。
"宝石掮客": 卖倒是容易，买就不一样了。宝石交易所并不是一般的商铺，你需要拿出够分量的砝码，才能从监管人手上直接拿到东西。
"娜仁图亚": 够分量的砝码？
"娜仁图亚": ......我有个想法。

"拉恕尔": ......
"娜仁图亚": 咳，是的，这就是我想谈的生意。
"娜仁图亚": 近期正在博物馆展出的古尸......沙阿时代的无名将领。
宝石交易所年轻的监管人神情复杂地看了她一眼，然后在巨大的镀金箱子前俯下身。
祖拜尔以双手交叠胸前的姿态，宁静地平躺着。
平心而论，娜仁图亚认为这是祖拜尔最有价值的时刻，连那骇人的黄金面具都仿佛散发出了神圣的柔光。
"拉恕尔": 这个箱子很眼熟。
"娜仁图亚": 这就是从博物馆原样搬出来的棺材......的仿制品，仿制品。
"拉恕尔": ......（轻轻敲打祖拜尔的身躯）
"祖拜尔": ......
"拉恕尔": （用手电检查胸腔内部）
"祖拜尔": ......
"娜仁图亚": 呃，这可不是一般的文物，你下手轻点，别这么不专业。
"拉恕尔": ......我听说它已经复活了，能够自如行动。
"娜仁图亚": 这个嘛，我们都知道人死不能复生，都是源石技艺表演而已。
"娜仁图亚": 再说，如果它真的会动，你不害怕吗？
"拉恕尔": 怕我买下来之后它又自己逃走吗？
"娜仁图亚": 这个嘛......
"娜仁图亚": 哎呀，那只黑色的动物是你的宠物？哈哈，真美呀！
"娜仁图亚": 不愧是宝石交易所的监管人，掌握整座城市金钱流通的人，连宠物都如此与众不同。
"拉恕尔": （小声）沃奥，是他吗？
"沃奥": （嗅探）
"沃奥": （在棺材旁坐下）
"娜仁图亚": 嘿，你看，它闻出来了，这种死了上千年的气味是不可能伪造的。
"娜仁图亚": 就像我跟你做交易的诚意也是半点不掺假的。
"娜仁图亚": 当然，我知道这件文物太过珍贵，就算对你来说也没那么容易处理——对，我是甩了个麻烦给你，所以我不指望能赚太多。
"娜仁图亚": 但我保证博物馆没办法查到我......
"拉恕尔": 不，你给出了很重的砝码。
"拉恕尔": 只是远没有到我的秤无法衡量的程度。
"娜仁图亚": ......啊，好。
"拉恕尔": 你想交换什么？我听说你是为一颗宝石来的。
"娜仁图亚": 哎，本来是这样，但来的路上我有了个新想法，那颗宝石我不需要了。
"娜仁图亚": 我是外来的，给我金条就行。
"拉恕尔": 赤金结算？我去取合适的秤。
"拉恕尔": 麻烦你先把货物移进里间，免得被其他人看到。
"娜仁图亚": 那......合作愉快？
"拉恕尔": 嗯。

"娜仁图亚": 哈，我就喜欢这么爽快的人！
"祖拜尔": ......
"祖拜尔": 我一点也不喜欢睡回这个棺材的感觉。你其实没必要让你的手下特地把它运出来。
"娜仁图亚": 嘘，你别说话......稍微再忍忍，我很快就回来接你。
"娜仁图亚": 你抓紧时间，在今天之内找到你要的那颗宝石。
"祖拜尔": 好，千万别忘了。我还找你有事。
"拉恕尔": 这是我的报价，你意下如何？
"娜仁图亚": 唔......♪忘不了刀刃上的月牙，少年的真心洗成黄金♪
"娜仁图亚": 真是忘不了......没意见，完全没意见！
"娜仁图亚": 那我就离开啦。
"拉恕尔": 请便。
"娜仁图亚": （对祖拜尔眨眨眼睛）
"祖拜尔": （对娜仁图亚眨眨眼睛）
"娜仁图亚": 期待我们的下次合作！
"拉恕尔": ......
"拉恕尔": 我没说还有下次。

"娜仁图亚": 哈，我也没说还有下次。至少短期内绝不会有。
"娜仁图亚": 那个老东西还想指使我给他跑腿？抱歉，永别了！

"祖拜尔": ......她应该看懂我的暗示了吧？娜仁图亚，如果她真的是梦魇后人......
"祖拜尔": 有一座宝库正等着她。

"拉恕尔": 他终于跟着我放出的消息来到了这间交易所......
"拉恕尔": 米奥，沃奥。
"米奥": ......
"沃奥": ......你做得好，拉恕尔。
"米奥": 非常值得我们好好夸奖一番。



07.AS-ST-2 苏醒的城市



"阿娜特": 看起来祖拜尔似乎是打破了窗子......自己离开了？
"佩佩": 我会去找他回来的。
"阿娜特": 交给博物馆去找吧，佩佩，你已经很多天都没好好休息了。
"佩佩": 黄金之城的使者很快就会抵达父亲的领地，阿娜特，我必须抓紧每一秒。
"阿娜特": 佩佩......
"佩佩": 博物馆的损坏辛苦你和缇缇收拾了，或许有几个地方祖拜尔会去，我这就出发。
"阿娜特": 佩佩，你知道我为何一开始不愿将祖拜尔借给你研究吗？其实收到你的来信后，我就想告诉你了......
"阿娜特": 在两个月前，我去你父亲的领地出差，在那里我见到黄金之城的使者已经抵达。
"阿娜特": 你的弟弟已经出发了。
"佩佩": ......
"佩佩": 你知道，但你却没有告诉我。
"阿娜特": 你在信中兴高采烈地向我描述你的发现，在里面连写了二十个感叹号来表达自己的兴奋。
"阿娜特": 我......我实在是不忍心。
"佩佩": 那你为什么又要把他借给我，你让我白高兴一场......
"阿娜特": 这里是宝石之城，佩佩！这里的宝石数不胜数，我以为你根本没可能找到！
"阿娜特": 我想着，或许时间一到你自己就放弃了。
"佩佩": 可......可黄金之城的使者一向都是八月份才会到的啊？为什么会提前？
"阿娜特": 你父亲上书，希望使者提前到来。
"佩佩": 所以他们早就做好了决定，只是怕我不罢休，才趁我离开家寻找沙阿遗迹的时候，将那小子送入黄金之城。
(震动)
"佩佩": 可父亲不是和我说......他会等着看到我的发现再做决断吗？
"阿娜特": 佩佩，长辈总是有自己的决断，不是我们这些小辈能插手的。
"佩佩": 你见到那小子了吗？
"阿娜特": ......嗯。
"佩佩": 他一定很得意吧，为了进入黄金之城，我与他不知道明里暗里较过多少回劲。
"阿娜特": 佩佩，你弟弟并不开心，我看得出，他的神色中始终隐藏着忧伤。
"阿娜特": 那天，他将我叫到书房，说自己知道这辈子和你再也不会有见面的机会，希望我能带句话给你。
"佩佩": 他说了什么？
"阿娜特": 他说他希望你能记得他的声音。说完后，他便离开了。
"阿娜特": 他行李很少，而其中只有几样是他的，剩下的，全部与你和伯父有关。
"佩佩": ......
"阿娜特": 佩佩......？
"佩佩": 从小到大，所有人都和我说，成为陛下身边的史官是为整个家族延续荣耀。但是阿娜特，荣耀往往是用牺牲与奉献换来的。
"佩佩": 进入黄金之城成为史官，意味着要终身留在城中，再也不能与家人朋友相见，能够陪伴在身边的，只有无数的书卷。
"阿娜特": 你最厌恶成日枯坐在书桌前了......不是吗，佩佩？
"佩佩": 是啊，我也想在有生之年走遍萨尔贡，自由自在地寻访每一处历史留下的痕迹。
"佩佩": 但我不能这样......因为我不能让那小子得偿所愿。
"阿娜特": 佩佩，你就这么看不惯你弟弟吗？宁可自己难受也不能让他顺遂心意。
"佩佩": 从小到大，谁见到那小子都会夸一句，说他性格文静又沉稳，是做史官的料子。
"佩佩": 只有我才清楚，他本性有多调皮多贪玩，让他在桌子前多坐一秒都是折磨。
"阿娜特": 那他和你争史官的位置是为了什么？
"佩佩": 因为他不想我去黄金之城。
"佩佩": 他只是不想我一个人留在那里......
"阿娜特": 那你......？
"佩佩": 我也是......
"佩佩": 我也不想他一个人留在那里。

"祖拜尔": 缓解站立过久导致的腿酸的宝石？不是这个。
"祖拜尔": 让对方主动道歉的宝石？有点用，但也不是我要找的。
"祖拜尔": 我能感觉到那一颗宝石十分接近，但这间屋子里的宝石也太多了吧......
听到走廊中传来的脚步声，祖拜尔立刻慌忙地躺回到巨大的镀金箱子里。
他感觉到了目光的注视，然而没有声音打破这一阵沉默，他忐忑地将眼睛睁开一条缝——
是一只沙色的动物。
"祖拜尔": 噢......不可思议......
沙色的动物跳进了镀金箱子里，脸贴着祖拜尔的金面具，似乎在轻嗅着其中散发的气味。
黑色的动物也把头探进来。
"祖拜尔": 米奥......沃奥......？
"米奥": 看来，你的记忆已经恢复得差不多了。
"沃奥": 嗯，味道不会错，你不是赝品。
"米奥": 闭嘴吧沃奥。
"祖拜尔": 你们怎么变得这么小了......？
"米奥": 我们变成现在的样子，还不是因为你没有尽到仆从的职责？
"祖拜尔": 仆从的职责......
"米奥": 如果我在你们的眼里还是过去的样貌，那我就得天天被抬出去游行，哪有时间帮你找宝石？
"米奥": 相比之下，还是现在的形态更方便。
"沃奥": 米奥，现在的祖拜尔还无法理解我们在讨论的内容。
"沃奥": 在他到来之前，我已经告诫过你了。
"米奥": （愤怒地瞪视）哼......
"沃奥": （心虚地回避）
"米奥": 没关系，祖拜尔马上就会明白，这三百年来我们都经历了什么。
"米奥": 沃奥，去把我们的新仆从叫来吧。

年轻的监管人穿过长长的走廊，走到祖拜尔的面前。
蓝色的羽兽倏然飞起，飞向交易所墙壁的高处，拨动镶嵌其上的机关。
