
《27.空想花庭》

01.HE-ST-1 奉上冠冕
"修道院主教": 但我向主起誓，那会是最后一次。
"修道院主教": 执行者，我的信念难道有错？
"里凯莱": 不不，您当然是正确的，我理解您的悲痛。
"里凯莱": 我也不得不承认，拉特兰有它力不能及的地方。
"里凯莱": 或者说，律法有它不完善的地方。
"修道院主教": 你......
"里凯莱": 我会思考，自然就会质疑。
"里凯莱": 只不过......就算有不完美的地方，现在的拉特兰对我来说却也已经足够好了，我不希望有任何人或事，威胁到这种平静与和谐。
"里凯莱": 主教阁下，我想您应该能够理解这种感觉吧？
"修道院主教": ......
"里凯莱": 要是我们现在达成协议，阁下不做节外生枝的事情，那我说服某些同事也会比较容易。
"里凯莱": 你们谁都不动手，这趟外勤任务就可以完成得轻松一点。
"里凯莱": 即使不能保证所有人都回到拉特兰，我觉得，也没必要搞得所有人都回不去拉特兰嘛。
"修道院主教": 拉特兰的使者，拉特兰之于你，正如此处之于我。
"修道院主教": 我想你我之间已无再谈下去的必要。
"修道院主教": ——请回吧，不要再打扰我告解了。

"克莱芒": 莱蒙德？这么晚了，怎么还不回去休息？
"莱蒙德": ......是你啊，克莱芒。
"莱蒙德": 没什么，我还有点事。
"克莱芒": 今天的事，实在很对不起......
"莱蒙德": 别在意了，反正我们也要走了。
"克莱芒": ......嗯。
"克莱芒": 你们打算什么时候出发......？
"莱蒙德": 看杰拉尔德老大的意思，明早不论如何都会动身。
"莱蒙德": 应该是在明早参加完晨会之后吧。
"克莱芒": 晨会......
"莱蒙德": 对了，克莱芒！你......知不知道福尔图娜和德尔菲娜在哪？
"莱蒙德": 我本来打算喊她们，呃，没什么，总之我找她们有点事。
"克莱芒": ......等等，莱蒙德，杰拉尔德难道没有把那件事告诉你吗？
"莱蒙德": 什么......？你说什么事？
"克莱芒": ......
"克莱芒": 德尔菲娜已经......她已经不在了。

"“扭曲的怪物”": ......
"“扭曲的怪物”": 再......见......
"？？？": 假设我的听觉没有出问题——这是否是一句告别？
"“扭曲的怪物”": ——！
"费德里科": 拥有一定程度的语言能力，看来之前的判断有误。
"“扭曲的怪物”": 你......是......
"“扭曲的怪物”": 萨科、塔。
"费德里科": 保有思考能力，或者说，初步可判断为现阶段残留一定的逻辑思考与自主决断能力。
"费德里科": 躯体异化，但可以交流。
"“扭曲的怪物”": ......
"费德里科": 不确定是否具有感染性，无法确定行为模式是否会随时间变化，危险程度未知。
"费德里科": 根据公证所相关条例，为保障公民权益，准许现场击杀难以判定级别的威胁。
"“扭曲的怪物”": ......
"费德里科": 没有反抗表现，疑似没有求生欲望。
"费德里科": 失礼了，我会尽可能减轻痛感。
怪物伫立在原地。
眼前是被阻塞的前路，身后是无法回头的曾经。
一切辩白与嘶吼、苦痛与不甘都在穿透坚硬表皮展露在外之前，被消化在这具已脱离人类范畴的躯体之内。
异化的怪物在无法逾越的阻力面前，失去所有力气，却又坚持不肯放下最后一点尊严。
它只是沉默着，静立着。
宛如一尊雕像。
"杰拉尔德": 等等！
"杰拉尔德": 别动手！执行者阁下！
"“扭曲的怪物”": ......
"“扭曲的怪物”": ......杰拉......尔德......
"杰拉尔德": ......赫曼。你知道吗，我差点都想学着斯特凡诺他们祈祷了——祈祷执行者阁下说的“怪物”不会是你。
"赫曼": ......
"费德里科": 这是最合乎逻辑的推论。现在也已经得到证实。
"费德里科": 让开，杰拉尔德。
"杰拉尔德": 我不能让。
"费德里科": ......恕我直言，这是妨碍公务。
"杰拉尔德": 我很清楚。你随时可以朝我扣下扳机，除掉我这个有罪的萨卡兹，我绝不会有怨言。
"杰拉尔德": 但我不能让你对赫曼动手。
"费德里科": ......理由。
"杰拉尔德": 我给不了你一个“正当”或是“合理”的理由。
"杰拉尔德": 我能说的只有——
"杰拉尔德": 看看赫曼身后。在那层门板后面，现在正睡着两个孩子。
"赫曼": 啊......孩子......
"赫曼": 我的、孩子......
"费德里科": ......
"杰拉尔德": 他们对发生了什么一无所知，期待你能够找到他们的母亲。
"杰拉尔德": 他们信任你。
一个萨卡兹，用他饱经风霜的、粗糙的手，按住了一个萨科塔握着铳的手。
不带兄弟间的亲近与依赖，没有伙伴间的信任与理解。
但萨卡兹确实按住了萨科塔的手。
铳口一寸寸垂下。
"杰拉尔德": 别动手。执行者阁下。
"杰拉尔德": 在你能得出结论，说服你自己之前，别动手。



07.HE-6 夜半歌声



"杰拉尔德": 都检查过了，屋内没有打斗的迹象，两个孩子没被吵醒，都还在睡。
"杰拉尔德": 赫曼不可能会伤害孩子们，这点你可以放心。
"费德里科": 只是暂时还没有。
"费德里科": 我并不确定她的理智能够保持多长时间。
"杰拉尔德": ......多谢你。
"杰拉尔德": 等孩子们醒了，你打算怎么告诉他们赫曼的事？
"费德里科": 他们有权知情。
"杰拉尔德": 有的事不知道或许更好。
"费德里科": 是否可以理解为，你在向我提出建议？
"杰拉尔德": 不，费德里科......
"杰拉尔德": 对了，你不介意我这么喊吧？
"杰拉尔德": 放过赫曼的是你，得到孩子们信赖的也是你，所以决定权在你。
"费德里科": ......
"杰拉尔德": 感觉有点沉重？
"费德里科": 我没有佩戴负重装备。
"杰拉尔德": 我就当这是你的幽默感了。
"杰拉尔德": 你在看什么？
"费德里科": 你认识这个吗？
"杰拉尔德": 这是......被褥的碎布？不少居民都用这种布做冬天的被褥，不过这种花纹倒是头一次见到。
"费德里科": 这是拉特兰常见的花纹。
破碎的布料下方，双胞胎的鼻息绵长安稳。
执行者近乎凝视地看了一会，才将视线转向一旁简陋的木桌上。
那里摆着一只陶土小瓶。
插在瓶内，尚未完全枯萎的浅色花束，是室内除了孩子们之外唯一的色彩。
"杰拉尔德": 这是......花？不太新鲜了，应该是这两天都没有更换。
"费德里科": 这是赫曼本人的兴趣？
"杰拉尔德": 我......不确定。
"杰拉尔德": 我原以为我对这些跟着我的人足够了解。但我甚至不能确定......
"费德里科": ......
"费德里科": 我需要立刻回一趟圣堂。
"费德里科": 至于萨卡兹相关的问题，已知的情报已经足够做出判断。
"杰拉尔德": 那么，你的判断是？
"费德里科": 首先我需要了解一件事——你是否与奥伦·亚吉奥拉斯有所交流？
"杰拉尔德": 那位奥伦特使？
"费德里科": 是他。
"杰拉尔德": 没有多少交流。他来这没多久就失踪了。
"费德里科": 了解了。
"费德里科": 你自称杰拉尔德，但这不是你的真名。
"杰拉尔德": ......一个被使用了十年的名字，谁能说它不是真的？
"杰拉尔德": 我们在这里过日子，从用那些破木板在这里搭起第一间屋子开始，我就只是荒野猎户杰拉尔德。
"费德里科": 你的自我认知与我无关。你可以是杰拉尔德。
"杰拉尔德": 那么——
古怪的急迫感驱使着语言自口腔滑落。
费德里科没有给对方说话的空间。
他张口说出了那个已经十年没有再被正式提起过的名字。
"费德里科": 卡兹戴尔内战中崭露头角的雇佣兵，中庭公证所通缉的在逃人员之一，共有三十二项被记录的罪名，曾灭杀教皇厅旗下三支执行小队。
"费德里科": 霍斯特·蒂芬达尔。
"杰拉尔德": ——！
"杰拉尔德": 你已经知道......
"费德里科": 是的，我知道。而我可以查到的信息，其他人也一样可以。
"费德里科": 这会是最后一次警告——
"费德里科": 杰拉尔德，你的身份已经不是秘密。

"老练的拉特兰特勤队成员": 确认前方建筑，是目标地点无误。
"老练的拉特兰特勤队成员": 真的会有萨卡兹愿意住在我们的修道院里吗？真难想象。
"年轻的拉特兰特勤队成员": 要准备行动了吗？
"老练的拉特兰特勤队成员": 不着急。等长官们的指令。
"老练的拉特兰特勤队成员": 继续观察吧。总归我们的人已经把这一带都围上了。
"老练的拉特兰特勤队成员": 就像之前抓到的那个萨卡兹小队一样......
"老练的拉特兰特勤队成员": 只要是萨卡兹，就一个都别想跑。
"年轻的拉特兰特勤队成员": 是！

"斯普莉雅": 我拿了吃的回来。能找到的东西不多，稍微吃一点？
"福尔图娜": 对不起，斯普莉雅......我没有胃口......
"斯普莉雅": 没事，我先放这，没准一会你就感觉饿了。
"福尔图娜": ......
"福尔图娜": 谢谢你，斯普莉雅......
"斯普莉雅": 又谢我什么？
"福尔图娜": 也没什么，就是想......谢你。
"斯普莉雅": 想谢我的话，就把这些东西吃掉，然后快点睡觉吧！这样的话我也可以早点下班，多好。
"福尔图娜": 是、是这样吗？那我现在就睡......
"福尔图娜": ......
"斯普莉雅": ......
"福尔图娜": ......
"福尔图娜": 对不起，我睡不着......
"斯普莉雅": 猜到了。
"福尔图娜": 你一直留在这里不要紧吗？我现在已经好多了，所以，呃，我的意思是......你不用特地留下陪我......
"斯普莉雅": 看住你是我的工作，好姑娘，别把我想得那么体贴。
"福尔图娜": ......你放心，我不会逃走的。
"斯普莉雅": 那可说不定，越是看起来乖的小姑娘，往往越要小心。
"斯普莉雅": 你知道你头上那对黑色的角意味着什么吗？你知道按你现在的状态，被带回拉特兰之后会面对什么样的处境吗？
"福尔图娜": 我......不知道。
"斯普莉雅": 你当然不会知道啦。你现在都没法和我共感了，对吧？
"福尔图娜": ......
"斯普莉雅": 别做出那种表情嘛，刚刚是吓唬你的，教宗阁下脾气很好，别太担心。
"福尔图娜": 我没有担心。
"福尔图娜": 不管会受什么样的惩罚，都是我应得的......
"福尔图娜": 什么声音？有人在外面......？
"斯普莉雅": 不管外面发生什么，都与你无关。
"斯普莉雅": 乖乖待在这，我去看看。

"斯普莉雅": ......唔？
"斯普莉雅": 奇怪了，没人？
"？？？": 才这么一段时间不见，你的警觉度就已经低到这个程度了吗？
"斯普莉雅": 啧。你这家伙说话还是这么让人讨厌。
"斯普莉雅": 真怀疑你当时在维多利亚是怎么干活的，该不会净给拉特兰在外头结仇了吧，奥伦？
"奥伦": 这可就冤枉我了，明明我才是最兢兢业业的那一个。
"奥伦": 说到工作，你那边应该已经准备好了吧，斯普莉雅？
"斯普莉雅": 也许？
"奥伦": 我不太喜欢兜圈子，给我一个肯定的回复。
"奥伦": 没什么意外的话，天亮前就动手。

"福尔图娜": （奇怪......斯普莉雅怎么还没回来？）
"福尔图娜": （外面没有动静了......）
"福尔图娜": （什、什么声音？）
"福尔图娜": 斯普莉雅......？是你吗？
(震动)
"福尔图娜": 呀......唔！
"压低的男声": 嘘，别出声。
"莱蒙德": 是我。
"福尔图娜": 莱蒙德？！
"莱蒙德": 跟我走，福尔图娜。

"蕾缪安": 终于出来了。
"费德里科": 为什么你会在这，蕾缪安。
"蕾缪安": 出了一点小状况。被一个讨厌的家伙拦住，还被他给逃走了......唉，这么说出来感觉更丢人了。
